tm,DVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.880000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.890000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.900000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.910000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.920000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
3.930000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.940000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
3.950000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
3.960000000000000000e+02,1.000000000000000000e+00,3.649999999999994915e-01
3.970000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
3.980000000000000000e+02,1.000000000000000000e+00,3.679999999999999938e-01
3.990000000000000000e+02,1.000000000000000000e+00,3.690000000000001057e-01
4.000000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.010000000000000000e+02,1.000000000000000000e+00,3.679999999999999938e-01
4.020000000000000000e+02,1.000000000000000000e+00,3.640000000000000457e-01
4.030000000000000000e+02,1.000000000000000000e+00,3.679999999999999938e-01
4.040000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
4.050000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
4.060000000000000000e+02,1.000000000000000000e+00,3.607499999999994600e-01
4.070000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.080000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.090000000000000000e+02,1.000000000000000000e+00,3.649999999999994915e-01
4.100000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.110000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.120000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.130000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
4.140000000000000000e+02,1.000000000000000000e+00,3.657499999999995199e-01
4.150000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.160000000000000000e+02,1.000000000000000000e+00,3.730000000000000537e-01
4.170000000000000000e+02,1.000000000000000000e+00,3.752500000000001390e-01
4.180000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.190000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.200000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.210000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.220000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.230000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.240000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.250000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.260000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.270000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.280000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.290000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.300000000000000000e+02,1.000000000000000000e+00,3.769999999999999463e-01
4.310000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.320000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.330000000000000000e+02,1.000000000000000000e+00,3.769999999999999463e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.785000000000000031e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.794999999999994489e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.794999999999994489e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.802499999999994773e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.817499999999995342e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.809999999999995057e-01
