tm,DVm,PVm
1.940000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.335000000000000964e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.342500000000001248e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.359999999999999321e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.392499999999998239e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.440000000000001334e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.407499999999998808e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.512499999999999178e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.519999999999999463e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.504999999999998894e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.530000000000001137e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.559999999999998943e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.559999999999998943e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.632500000000000395e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.649999999999998468e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.609999999999999543e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.657499999999998752e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.657499999999998752e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.657499999999998752e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.657499999999998752e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.657499999999998752e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.730000000000000204e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.737500000000000488e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.794999999999998042e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.809999999999998610e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.820000000000000284e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.892499999999998406e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.922499999999999543e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.907499999999998974e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.907499999999998974e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.907499999999998974e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.907499999999998974e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.899999999999998690e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.972500000000000142e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.914999999999999258e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.972500000000000142e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
2.660000000000000000e+02,1.000000000000000000e+00,3.037500000000001310e-01
2.670000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.680000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.690000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.700000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.710000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.720000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.730000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.740000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.750000000000000000e+02,1.000000000000000000e+00,3.059999999999998832e-01
2.760000000000000000e+02,1.000000000000000000e+00,3.070000000000000506e-01
2.770000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.780000000000000000e+02,1.000000000000000000e+00,3.100000000000001643e-01
2.790000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.800000000000000000e+02,1.000000000000000000e+00,3.117499999999999716e-01
2.810000000000000000e+02,1.000000000000000000e+00,3.085000000000001075e-01
2.820000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.830000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.840000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.850000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.860000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.870000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.880000000000000000e+02,1.000000000000000000e+00,3.157499999999998641e-01
2.890000000000000000e+02,1.000000000000000000e+00,3.142499999999998073e-01
2.900000000000000000e+02,1.000000000000000000e+00,3.164999999999998925e-01
2.910000000000000000e+02,1.000000000000000000e+00,3.190000000000001168e-01
2.920000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.930000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.940000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.950000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.960000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
2.970000000000000000e+02,1.000000000000000000e+00,3.172499999999999210e-01
2.980000000000000000e+02,1.000000000000000000e+00,3.277499999999999858e-01
2.990000000000000000e+02,1.000000000000000000e+00,3.287500000000001532e-01
3.000000000000000000e+02,1.000000000000000000e+00,3.302499999999998215e-01
3.010000000000000000e+02,1.000000000000000000e+00,3.302499999999998215e-01
3.020000000000000000e+02,1.000000000000000000e+00,3.302499999999998215e-01
3.030000000000000000e+02,1.000000000000000000e+00,3.302499999999998215e-01
3.040000000000000000e+02,1.000000000000000000e+00,3.302499999999998215e-01
3.050000000000000000e+02,1.000000000000000000e+00,3.309999999999998499e-01
3.060000000000000000e+02,1.000000000000000000e+00,3.317499999999998783e-01
3.070000000000000000e+02,1.000000000000000000e+00,3.317499999999998783e-01
3.080000000000000000e+02,1.000000000000000000e+00,3.359999999999999654e-01
3.090000000000000000e+02,1.000000000000000000e+00,3.367499999999999938e-01
3.100000000000000000e+02,1.000000000000000000e+00,3.375000000000000222e-01
3.110000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.120000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.130000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.140000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.150000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.160000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.170000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.180000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.190000000000000000e+02,1.000000000000000000e+00,3.390000000000000790e-01
3.200000000000000000e+02,1.000000000000000000e+00,3.382500000000000506e-01
3.210000000000000000e+02,1.000000000000000000e+00,3.390000000000000790e-01
3.220000000000000000e+02,1.000000000000000000e+00,3.447500000000001674e-01
3.230000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.240000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.250000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.260000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.270000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.280000000000000000e+02,1.000000000000000000e+00,3.462499999999998357e-01
3.290000000000000000e+02,1.000000000000000000e+00,3.472500000000000031e-01
3.300000000000000000e+02,1.000000000000000000e+00,3.495000000000000884e-01
3.310000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.320000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.330000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.340000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.350000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.360000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.370000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.380000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.390000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.400000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.410000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.420000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.430000000000000000e+02,1.000000000000000000e+00,3.544999999999998153e-01
3.440000000000000000e+02,1.000000000000000000e+00,3.567499999999999005e-01
3.450000000000000000e+02,1.000000000000000000e+00,3.559999999999998721e-01
3.460000000000000000e+02,1.000000000000000000e+00,3.592500000000001248e-01
3.470000000000000000e+02,1.000000000000000000e+00,3.552499999999998437e-01
3.480000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
3.490000000000000000e+02,1.000000000000000000e+00,3.552499999999998437e-01
3.500000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.510000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.520000000000000000e+02,1.000000000000000000e+00,3.607499999999994600e-01
3.530000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
3.540000000000000000e+02,1.000000000000000000e+00,3.592500000000001248e-01
3.550000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.560000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.570000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.580000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.590000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.600000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.610000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.620000000000000000e+02,1.000000000000000000e+00,3.649999999999994915e-01
3.630000000000000000e+02,1.000000000000000000e+00,3.640000000000000457e-01
3.640000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.650000000000000000e+02,1.000000000000000000e+00,3.649999999999994915e-01
3.660000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
3.670000000000000000e+02,1.000000000000000000e+00,3.664999999999995484e-01
3.680000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.690000000000000000e+02,1.000000000000000000e+00,3.690000000000001057e-01
3.700000000000000000e+02,1.000000000000000000e+00,3.697500000000001341e-01
3.710000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.720000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.730000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.740000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.750000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.760000000000000000e+02,1.000000000000000000e+00,3.704999999999994964e-01
3.770000000000000000e+02,1.000000000000000000e+00,3.697500000000001341e-01
3.780000000000000000e+02,1.000000000000000000e+00,3.672499999999999654e-01
3.790000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
3.800000000000000000e+02,1.000000000000000000e+00,3.632500000000000173e-01
3.810000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.820000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.830000000000000000e+02,1.000000000000000000e+00,3.617499999999999605e-01
3.840000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.850000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
3.860000000000000000e+02,1.000000000000000000e+00,3.624999999999999889e-01
